Dataset,Gene_ID,Gene_Length,Num_Exons,Num_Introns,Avg_Exon_Length,Avg_Intron_Length,Coding_Ratio,GC_Content
Rice,evm.TU.Chr4.21,3647,3,2,937.0,418.0,0.7707704962983274,0.4239100630655333
Rice,evm.TU.Chr4.22,3807,1,0,3807.0,0.0,1.0,0.421591804570528
Rice,evm.TU.Chr4.23,2068,2,1,189.0,1690.0,0.1827852998065764,0.5120889748549323
Rice,evm.TU.Chr4.24,2787,1,0,2787.0,0.0,1.0,0.5852170792967348
Rice,evm.TU.Chr4.25,3129,1,0,3129.0,0.0,1.0,0.42377756471716205
Rice,evm.TU.Chr4.26,4639,4,3,815.25,459.3333333333333,0.7029532226773011,0.43673205432205214
Rice,evm.TU.Chr4.27,4085,3,2,909.0,679.0,0.6675642594859241,0.4215422276621787
Rice,evm.TU.Chr4.28,3665,2,1,1462.5,740.0,0.7980900409276944,0.46684856753069576
Rice,evm.TU.Chr4.29,4625,5,4,838.8,107.75,0.9068108108108108,0.41967567567567565
Rice,evm.TU.Chr4.30,5991,4,3,1234.5,351.0,0.8242363545317977,0.44650308796528126
Rice,evm.TU.Chr4.31,2448,1,0,2448.0,0.0,1.0,0.4105392156862745
Rice,evm.TU.Chr4.32,1943,3,2,561.0,130.0,0.8661863098301595,0.3993823983530623
Rice,evm.TU.Chr4.33,4081,4,3,816.0,272.3333333333333,0.7998039696152903,0.424650820877236
Rice,evm.TU.Chr4.34,6697,4,3,1366.5,410.3333333333333,0.8161863520979543,0.4304912647454084
Rice,evm.TU.Chr4.35,5641,3,2,1822.0,87.5,0.968977131714235,0.4458429356497075
Rice,evm.TU.Chr4.36,7858,4,3,1141.5,1097.3333333333333,0.5810638839399338,0.43077118859760755
Rice,evm.TU.ChrSy.1,2766,1,0,2766.0,0.0,1.0,0.4284164859002169
Rice,evm.TU.Chr9.1,4657,5,4,383.4,685.0,0.4116383938157612,0.40154605969508267
Rice,evm.TU.Chr9.2,5296,2,1,1422.0,2452.0,0.5370090634441088,0.36310422960725075
Rice,evm.TU.Chr9.3,2733,2,1,1212.0,309.0,0.8869374313940724,0.39699963410171973
Rice,evm.TU.Chr9.4,2775,1,0,2775.0,0.0,1.0,0.42306306306306307
Rice,evm.TU.Chr9.5,6679,6,5,582.5,636.8,0.5232819284324001,0.4252133552927085
Rice,evm.TU.Chr9.6,3853,3,2,1079.0,308.0,0.8401245782507137,0.40228393459641837
Rice,evm.TU.Chr9.7,3466,2,1,1545.0,376.0,0.8915175995383727,0.43537218695903057
Rice,evm.TU.Chr9.8,2688,1,0,2688.0,0.0,1.0,0.45089285714285715
Rice,evm.TU.Chr9.9,5210,2,1,1488.0,2234.0,0.5712092130518234,0.390595009596929
Rice,evm.TU.Chr9.10,5311,2,1,1644.0,2023.0,0.6190924496328375,0.43588778007908113
Rice,evm.TU.Chr9.11,4470,3,2,1059.0,646.5,0.710738255033557,0.4429530201342282
Rice,evm.TU.Chr9.12,15150,14,13,327.0,813.2307692307693,0.30217821782178217,0.4889108910891089
Rice,evm.TU.Chr9.13,5017,2,1,1908.0,1201.0,0.7606139126968308,0.4207693840940801
Rice,evm.TU.Chr9.14,7402,6,5,516.0,861.2,0.4182653336935963,0.4188057281815725
Rice,evm.TU.Chr9.15,13158,6,5,504.0,2026.8,0.22982216142270862,0.38600091199270403
Rice,evm.TU.Chr9.16,3172,4,3,558.0,313.3333333333333,0.7036569987389659,0.4073139974779319
Rice,evm.TU.Chr9.17,6761,9,8,355.3333333333333,445.375,0.4730069516343736,0.42449341813341224
Rice,evm.TU.Chr9.18,1741,3,2,349.0,347.0,0.60137851809305,0.376220562894888
Rice,evm.TU.Chr9.19,3414,1,0,3414.0,0.0,1.0,0.5023432923257176
Rice,evm.TU.Chr9.20,2211,1,0,2211.0,0.0,1.0,0.4925373134328358
Rice,evm.TU.Chr9.21,3039,1,0,3039.0,0.0,1.0,0.4593616321158276
Rice,evm.TU.Chr9.22,3639,3,2,982.0,346.5,0.809563066776587,0.403957131079967
Rice,evm.TU.Chr9.23,3139,2,1,1399.5,340.0,0.8916852500796432,0.38865880853775087
Rice,evm.TU.Chr9.24,4066,2,1,1468.5,1129.0,0.7223315297589769,0.5059026069847516
Rice,evm.TU.Chr9.25,5107,3,2,976.0,1089.5,0.5733307225376933,0.4591736831799491
Rice,evm.TU.Chr6.1,3904,2,1,1512.0,880.0,0.7745901639344263,0.42315573770491804
Rice,evm.TU.Chr6.2,215,1,0,215.0,0.0,1.0,0.6651162790697674
Rice,evm.TU.Chr6.3,6516,3,2,1027.0,1717.5,0.47283609576427255,0.3842848373235114
Rice,evm.TU.Chr6.4,3836,2,1,1432.5,971.0,0.7468717413972888,0.4455161626694473
Rice,evm.TU.Chr6.5,3864,2,1,1440.0,984.0,0.7453416149068323,0.47929606625258797
Rice,evm.TU.Chr6.6,3559,2,1,1432.5,694.0,0.8050014048890137,0.4456307951671818
Rice,evm.TU.Chr6.7,3744,2,1,1395.0,954.0,0.7451923076923077,0.4463141025641026
Rice,evm.TU.Chr6.8,3442,2,1,1096.5,1249.0,0.637129575828007,0.3895990703079605
Rice,evm.TU.Chr6.9,420,1,0,420.0,0.0,1.0,0.5928571428571429
Rice,evm.TU.Chr6.10,1292,3,2,395.0,53.5,0.9171826625386997,0.44504643962848295
Rice,evm.TU.Chr6.11,1197,1,0,1197.0,0.0,1.0,0.4553049289891395
Rice,evm.TU.Chr6.12,3927,3,2,1092.0,325.5,0.8342245989304813,0.4731347084288261
Rice,evm.TU.Chr6.13,3344,2,1,1633.5,77.0,0.9769736842105263,0.5
Rice,evm.TU.Chr6.14,8626,3,2,965.0,2865.5,0.33561326223046606,0.3401344771620682
Rice,evm.TU.Chr6.15,502,2,1,122.5,257.0,0.48804780876494025,0.4063745019920319
Rice,evm.TU.Chr6.16,4115,2,1,1462.5,1190.0,0.7108140947752126,0.41822600243013364
Rice,evm.TU.Chr6.17,2957,2,1,1431.0,95.0,0.9678728440987487,0.427460263780859
Rice,evm.TU.Chr6.18,742,2,1,340.5,61.0,0.9177897574123989,0.3948787061994609
Rice,evm.TU.Chr6.19,1860,1,0,1860.0,0.0,1.0,0.40591397849462363
Rice,evm.TU.Chr6.20,6855,4,3,745.5,1291.0,0.4350109409190372,0.4048140043763676
Rice,evm.TU.Chr6.21,1889,2,1,924.0,41.0,0.9782953943885654,0.4134462678665961
Rice,evm.TU.Chr6.22,2425,4,3,515.25,121.33333333333333,0.8498969072164948,0.40824742268041236
Rice,evm.TU.Chr6.23,3825,1,0,3825.0,0.0,1.0,0.4091503267973856
Rice,evm.TU.Chr6.24,1325,2,1,621.0,83.0,0.9373584905660377,0.4354716981132076
Rice,evm.TU.Chr6.25,2775,2,1,1350.0,75.0,0.972972972972973,0.45585585585585586
Rice,evm.TU.Chr6.26,1815,2,1,742.5,330.0,0.8181818181818182,0.4975206611570248
Rice,evm.TU.Chr6.27,2613,2,1,703.5,1206.0,0.5384615384615384,0.38997321086873327
Rice,evm.TU.Chr6.28,736,2,1,344.5,47.0,0.936141304347826,0.5095108695652174
Rice,evm.TU.Chr6.29,10656,4,3,774.75,2519.0,0.29082207207207206,0.3893581081081081
Rice,evm.TU.Chr6.30,926,2,1,400.5,125.0,0.8650107991360692,0.5399568034557235
Rice,evm.TU.Chr6.31,5809,6,5,707.0,313.4,0.7302461697366156,0.4487863659838182
Rice,evm.TU.Chr6.32,3844,2,1,1758.0,328.0,0.9146722164412071,0.42221644120707597
Rice,evm.TU.Chr6.33,5139,4,3,980.25,406.0,0.7629889083479277,0.4156450671336836
Rice,evm.TU.Chr6.34,6425,5,4,767.4,647.0,0.5971984435797666,0.41649805447470817
Rice,evm.TU.Chr6.35,6151,3,2,1224.0,1239.5,0.5969761014469191,0.39814664282230533
Rice,evm.TU.Chr6.36,3146,4,3,710.25,101.66666666666667,0.9030514939605848,0.41036236490781947
Rice,evm.TU.Chr6.37,11321,5,4,682.2,1977.5,0.3012984718664429,0.5126755586962283
Rice,evm.TU.Chr6.38,13288,7,6,983.5714285714286,1067.1666666666667,0.5181366646598434,0.41857314870559903
Rice,evm.TU.Chr6.39,3876,1,0,3876.0,0.0,1.0,0.46181630546955627
Rice,evm.TU.Chr6.40,3841,4,3,602.25,477.3333333333333,0.6271804217651653,0.4160374902369175
Rice,evm.TU.Chr6.41,8167,12,11,315.5,398.27272727272725,0.46357291539120854,0.40235092445206316
Rice,evm.TU.Chr6.42,5321,3,2,1004.0,1154.5,0.5660590114640105,0.4493516256342793
Rice,evm.TU.Chr6.43,2255,3,2,678.0,110.5,0.9019955654101995,0.4514412416851441
Rice,evm.TU.Chr6.44,4485,1,0,4485.0,0.0,1.0,0.4488294314381271
Rice,evm.TU.Chr6.45,18526,6,5,1533.0,1865.6,0.4964914174673432,0.45347079779768973
Rice,evm.TU.Chr10.1,5969,4,3,483.75,1344.6666666666667,0.3241749036689563,0.39403585190149104
Rice,evm.TU.Chr10.2,6196,3,2,1441.0,936.5,0.69770819883796,0.4420593931568754
Rice,evm.TU.Chr10.3,4527,3,2,1275.0,351.0,0.8449304174950298,0.4099845372211177
Rice,evm.TU.Chr10.4,876,1,0,876.0,0.0,1.0,0.3984018264840183
Rice,evm.TU.Chr10.5,5558,5,4,712.2,499.25,0.6406980928391508,0.4472831953940266
Rice,evm.TU.Chr10.6,4737,5,4,583.8,454.5,0.6162127929069031,0.45894025754697065
Rice,evm.TU.Chr10.7,4946,2,1,1984.5,977.0,0.8024666397088557,0.4130610594419733
Rice,evm.TU.Chr10.8,6029,2,1,1536.0,2957.0,0.5095372366893349,0.4586166860175817
Rice,evm.TU.Chr10.9,7928,7,6,527.1428571428571,706.3333333333334,0.46543895055499496,0.4399596367305752
Rice,evm.TU.Chr10.10,2974,3,2,898.0,140.0,0.9058507061197041,0.42232683254875586
Rice,evm.TU.Chr10.11,2784,1,0,2784.0,0.0,1.0,0.42780172413793105
Rice,evm.TU.Chr10.12,2415,1,0,2415.0,0.0,1.0,0.4140786749482402
Rice,evm.TU.Chr10.13,2754,2,1,1321.5,111.0,0.9596949891067538,0.4045025417574437
Rice,evm.TU.Chr10.14,1285,2,1,607.5,70.0,0.9455252918287937,0.48093385214007783
Rice,evm.TU.Chr10.15,2772,1,0,2772.0,0.0,1.0,0.43686868686868685
Rice,evm.TU.Chr10.16,2685,1,0,2685.0,0.0,1.0,0.4085661080074488
Rice,evm.TU.Chr10.17,2585,3,2,628.0,350.5,0.7288201160541586,0.40386847195357833
Rice,evm.TU.Chr10.18,565,2,1,204.0,157.0,0.7221238938053097,0.34690265486725663
Rice,evm.TU.Chr10.19,2802,1,0,2802.0,0.0,1.0,0.4443254817987152
Rice,evm.TU.Chr10.20,9141,7,6,500.57142857142856,939.5,0.3833278634722678,0.4193195492834482
Rice,evm.TU.Chr10.21,3506,3,2,947.0,332.5,0.8103251568739304,0.54249857387336
Rice,evm.TU.Chr10.22,1080,1,0,1080.0,0.0,1.0,0.5333333333333333
Rice,evm.TU.Chr10.23,3310,4,3,667.5,213.33333333333334,0.8066465256797583,0.6326283987915408
Rice,evm.TU.Chr10.24,882,2,1,382.5,117.0,0.8673469387755102,0.5861678004535147
Rice,evm.TU.Chr10.25,1643,2,1,789.0,65.0,0.960438222763238,0.4181375532562386
Rice,evm.TU.Chr10.26,6345,5,4,1146.0,153.75,0.9030732860520094,0.5615445232466509
Rice,evm.TU.Chr10.27,7355,6,5,541.0,821.8,0.44133242692046226,0.4140040788579198
Rice,evm.TU.Chr10.28,3892,2,1,1041.0,1810.0,0.5349434737923947,0.41109969167523125
Rice,evm.TU.Chr1.1,4222,2,1,2017.5,187.0,0.9557081951681667,0.4419706300331596
Rice,evm.TU.Chr1.2,3692,3,2,1096.0,202.0,0.8905742145178764,0.4225352112676056
Rice,evm.TU.Chr1.3,7513,5,4,649.2,1066.75,0.43205111140689473,0.4355117795820578
Rice,evm.TU.Chr1.4,2970,1,0,2970.0,0.0,1.0,0.42154882154882156
Rice,evm.TU.Chr1.5,4785,2,1,1948.5,888.0,0.8144200626959248,0.41044932079414836
Rice,evm.TU.Chr1.6,3879,1,0,3879.0,0.0,1.0,0.5052848672338232
Rice,evm.TU.Chr1.7,3588,3,2,666.0,795.0,0.5568561872909699,0.37681159420289856
Rice,evm.TU.Chr1.8,7708,7,6,576.0,612.6666666666666,0.5230928905033732,0.48002075765438507
Rice,evm.TU.Chr1.9,3902,3,2,1012.0,433.0,0.7780625320348539,0.5404920553562276
Rice,evm.TU.Chr1.10,1286,2,1,564.0,158.0,0.8771384136858476,0.41135303265940903
Rice,evm.TU.Chr1.11,3243,2,1,1578.0,87.0,0.973172987974098,0.433240826395313
Rice,evm.TU.Chr1.12,3366,3,2,855.0,400.5,0.7620320855614974,0.40047534165181226
Rice,evm.TU.Chr1.13,2600,2,1,1239.0,122.0,0.953076923076923,0.5188461538461538
Rice,evm.TU.Chr1.14,3860,3,2,850.0,655.0,0.6606217616580311,0.49430051813471504
Rice,evm.TU.Chr1.15,4932,4,3,773.25,613.0,0.6271289537712895,0.4162611516626115
Rice,evm.TU.Chr1.16,868,2,1,403.5,61.0,0.9297235023041475,0.4032258064516129
Rice,evm.TU.Chr1.17,1419,1,0,1419.0,0.0,1.0,0.45525017618040875
Rice,evm.TU.Chr1.18,4206,2,1,2052.0,102.0,0.9757489300998573,0.4051355206847361
Rice,evm.TU.Chr1.19,3858,1,0,3858.0,0.0,1.0,0.42068429237947125
Rice,evm.TU.Chr1.20,4576,5,4,686.4,286.0,0.75,0.4152097902097902
Rice,evm.TU.Chr1.21,8005,3,2,1158.0,2265.5,0.4339787632729544,0.36214865708931915
Rice,evm.TU.Chr1.22,2817,2,1,1264.5,288.0,0.8977635782747604,0.4337948171813987
Rice,evm.TU.Chr1.23,5454,2,1,640.0,4174.0,0.2346901356802347,0.34543454345434543
Rice,evm.TU.Chr1.24,2887,7,6,313.85714285714283,115.0,0.7609975753377208,0.4793903706269484
Rice,evm.TU.Chr1.25,2718,1,0,2718.0,0.0,1.0,0.4315673289183223
Rice,evm.TU.Chr1.26,2519,4,3,135.0,659.6666666666666,0.21437078205637158,0.389043271139341
Rice,evm.TU.Chr1.27,4392,4,3,561.75,715.0,0.5116120218579235,0.44193989071038253
Rice,evm.TU.Chr1.28,4261,3,2,1042.0,567.5,0.7336306031448017,0.41117108659938983
Rice,evm.TU.Chr1.29,3822,1,0,3822.0,0.0,1.0,0.4434850863422292
Rice,evm.TU.Chr1.30,3867,1,0,3867.0,0.0,1.0,0.4378070855960693
Rice,evm.TU.Chr1.31,3873,1,0,3873.0,0.0,1.0,0.43971081848696103
Rice,evm.TU.Chr1.32,4078,3,2,1315.0,66.5,0.9673859735164296,0.437224129475233
Rice,evm.TU.Chr1.33,2730,1,0,2730.0,0.0,1.0,0.5340659340659341
Rice,evm.TU.Chr1.34,1194,1,0,1194.0,0.0,1.0,0.6306532663316583
Rice,evm.TU.Chr1.35,1202,2,1,538.5,125.0,0.8960066555740432,0.43594009983361065
Rice,evm.TU.Chr1.36,2883,1,0,2883.0,0.0,1.0,0.419701699618453
Rice,evm.TU.Chr1.37,3333,1,0,3333.0,0.0,1.0,0.43384338433843384
Rice,evm.TU.Chr1.38,3049,4,3,121.75,854.0,0.1597244998360118,0.4476877664808134
Rice,evm.TU.Chr1.39,5173,2,1,1435.5,2302.0,0.5549971003286294,0.5648559829885946
Rice,evm.TU.Chr1.40,5150,4,3,977.25,413.6666666666667,0.7590291262135922,0.4083495145631068
Rice,evm.TU.Chr1.41,4150,4,3,432.75,806.3333333333334,0.4171084337349398,0.3946987951807229
Rice,evm.TU.Chr1.42,2779,2,1,1287.0,205.0,0.9262324577186039,0.4465635120546959
Rice,evm.TU.Chr1.43,2793,1,0,2793.0,0.0,1.0,0.3995703544575725
Rice,evm.TU.Chr11.1,3612,3,2,956.0,372.0,0.7940199335548173,0.4277408637873754
Rice,evm.TU.Chr11.2,4943,2,1,717.0,3509.0,0.2901072223346146,0.37123204531660936
Rice,evm.TU.Chr11.3,4714,5,4,585.6,446.5,0.6211285532456513,0.37887144675434875
Rice,evm.TU.Chr11.4,5012,3,2,916.0,1132.0,0.5482841181165203,0.44553072625698326
Rice,evm.TU.Chr11.5,7639,4,3,919.5,1320.3333333333333,0.4814766330671554,0.36614740149234193
Rice,evm.TU.Chr11.6,1727,2,1,612.0,503.0,0.7087434858135495,0.4290677475390851
Rice,evm.TU.Chr11.7,3284,2,1,1465.5,353.0,0.8925091352009744,0.47868453105968334
Rice,evm.TU.Chr11.8,9057,3,2,1438.0,2371.5,0.47631666114607485,0.38180412940267194
Rice,evm.TU.Chr11.9,3066,1,0,3066.0,0.0,1.0,0.4399869536855838
Rice,evm.TU.Chr11.10,3438,2,1,1522.5,393.0,0.8856893542757417,0.47498545666084935
Rice,evm.TU.Chr11.11,6836,3,2,1302.0,1465.0,0.5713867758923347,0.39994148624926856
Rice,evm.TU.Chr11.12,6631,6,5,538.0,680.6,0.48680440355904087,0.3807872115819635
Rice,evm.TU.Chr11.13,4047,2,1,1516.5,1014.0,0.7494440326167532,0.4255003706449222
Rice,evm.TU.Chr11.14,2705,3,2,775.0,190.0,0.8595194085027726,0.43585951940850276
Rice,evm.TU.Chr11.15,2730,1,0,2730.0,0.0,1.0,0.4336996336996337
Rice,evm.TU.Chr11.16,2725,2,1,1287.0,151.0,0.9445871559633028,0.4344954128440367
Rice,evm.TU.Chr11.17,3353,2,1,1336.5,680.0,0.7971965404115717,0.4172382940650164
Rice,evm.TU.Chr11.18,1944,1,0,1944.0,0.0,1.0,0.4315843621399177
Rice,evm.TU.Chr11.19,2742,1,0,2742.0,0.0,1.0,0.44383661560904447
Rice,evm.TU.Chr11.20,1371,3,2,382.0,112.5,0.8358862144420132,0.43180160466812545
Rice,evm.TU.Chr11.21,1020,1,0,1020.0,0.0,1.0,0.4137254901960784
Rice,evm.TU.Chr11.22,786,1,0,786.0,0.0,1.0,0.5483460559796438
Rice,evm.TU.Chr11.23,591,1,0,591.0,0.0,1.0,0.6395939086294417
Rice,evm.TU.Chr11.24,1469,2,1,670.5,128.0,0.9128658951667801,0.44179714091218514
Rice,evm.TU.Chr11.25,2718,1,0,2718.0,0.0,1.0,0.43340691685062543
Rice,evm.TU.Chr11.26,2706,1,0,2706.0,0.0,1.0,0.43015521064301554
Rice,evm.TU.Chr11.27,1291,3,2,178.66666666666666,377.5,0.41518202943454685,0.4786986831913246
Rice,evm.TU.Chr11.28,3603,4,3,750.0,201.0,0.832639467110741,0.42880932556203166
Rice,evm.TU.Chr11.29,3439,2,1,1395.0,649.0,0.8112823495202094,0.39342832218668217
Rice,evm.TU.Chr11.30,2764,2,1,1078.5,607.0,0.7803907380607815,0.39761215629522434
Rice,evm.TU.Chr11.31,3370,2,1,1396.5,577.0,0.8287833827893175,0.4136498516320475
Rice,evm.TU.Chr11.32,4789,2,1,1621.5,1546.0,0.677176863645855,0.41135936521194405
Rice,evm.TU.Chr11.33,7362,5,4,853.8,773.25,0.5798696006519968,0.4001629991850041
Rice,evm.TU.Chr11.34,5362,2,1,1378.5,2605.0,0.5141738157403953,0.3677732189481537
Rice,evm.TU.Chr11.35,3743,2,1,1450.5,842.0,0.7750467539406893,0.39433609404221215
Rice,evm.TU.Chr11.36,3103,3,2,940.0,141.5,0.9087979374798582,0.40895907186593616
Rice,evm.TU.Chr11.37,4956,4,3,674.25,753.0,0.5441888619854721,0.4390637610976594
Rice,evm.TU.Chr11.38,5500,4,3,1185.75,252.33333333333334,0.8623636363636363,0.45345454545454544
Rice,evm.TU.Chr11.39,1413,2,1,613.5,186.0,0.8683651804670913,0.4430290162774239
Rice,evm.TU.Chr11.40,2855,2,1,1387.5,80.0,0.9719789842381786,0.41436077057793347
Rice,evm.TU.Chr11.41,7392,5,4,213.6,1581.0,0.1444805194805195,0.3633658008658009
Rice,evm.TU.Chr11.42,4425,4,3,736.5,493.0,0.6657627118644068,0.4047457627118644
Rice,evm.TU.Chr11.43,8694,3,2,867.0,3046.5,0.2991718426501035,0.45974235104669886
Rice,evm.TU.Chr11.44,3728,5,4,328.8,521.0,0.4409871244635193,0.3792918454935622
Rice,evm.TU.Chr11.45,4351,2,1,1437.0,1477.0,0.6605378074005975,0.40128706044587453
Rice,evm.TU.Chr11.46,5637,4,3,1062.0,463.0,0.7535923363491219,0.4204364023416711
Rice,evm.TU.Chr11.47,4525,3,2,1016.0,738.5,0.6735911602209945,0.4274033149171271
Rice,evm.TU.Chr11.48,10809,4,3,1877.25,1100.0,0.6946988620593949,0.40586548246831344
Rice,evm.TU.Chr11.49,7191,2,1,1620.0,3951.0,0.45056320400500627,0.3843693505771103
Rice,evm.TU.Chr11.50,12980,7,6,535.2857142857143,1538.8333333333333,0.2886748844375963,0.42842835130970724
Rice,evm.TU.Chr11.51,1264,2,1,457.5,349.0,0.7238924050632911,0.5988924050632911
Rice,evm.TU.Chr11.52,6837,5,4,454.2,1141.5,0.3321632294866169,0.500950709375457
Rice,evm.TU.Chr11.53,3185,2,1,1576.5,32.0,0.9899529042386185,0.42135007849293565
Rice,evm.TU.Chr11.54,3982,2,1,1917.0,148.0,0.9628327473631341,0.422149673530889
Rice,evm.TU.Chr11.55,5587,7,6,622.7142857142857,204.66666666666666,0.7802040451047073,0.430821550026848
Rice,evm.TU.Chr11.56,8399,6,5,765.5,761.2,0.5468508155732825,0.43195618526015
Rice,evm.TU.Chr11.57,5487,4,3,888.75,644.0,0.6478950246036085,0.394933479132495
Rice,evm.TU.Chr11.58,3463,3,2,911.0,365.0,0.789200115506786,0.412936760034652
Rice,evm.TU.Chr11.59,4050,2,1,1527.0,996.0,0.7540740740740741,0.4158024691358025
Rice,evm.TU.Chr11.60,626,2,1,291.0,44.0,0.9297124600638977,0.402555910543131
Rice,evm.TU.Chr11.61,3820,6,5,301.0,402.8,0.47277486910994765,0.4324607329842932
Rice,evm.TU.Chr11.62,4696,5,4,559.2,475.0,0.5954003407155025,0.4018313458262351
Rice,evm.TU.Chr11.63,1295,2,1,604.5,86.0,0.9335907335907336,0.47104247104247104
Rice,evm.TU.Chr11.64,3832,5,4,564.0,253.0,0.7359081419624217,0.43893528183716074
Rice,evm.TU.Chr11.65,8390,9,8,461.6666666666667,529.375,0.49523241954707986,0.3951132300357569
Rice,evm.TU.Chr11.66,6633,8,7,537.0,333.85714285714283,0.6476707372229761,0.399366802351877
Rice,evm.TU.Chr11.67,4308,2,1,882.0,2544.0,0.40947075208913647,0.3637418755803157
Rice,evm.TU.Chr11.68,2860,2,1,1372.5,115.0,0.9597902097902098,0.44195804195804195
Rice,evm.TU.Chr11.69,1907,3,2,565.0,106.0,0.8888306240167803,0.4022024121657053
Rice,evm.TU.Chr11.70,4599,2,1,1456.5,1686.0,0.6333985649054142,0.4024787997390737
Rice,evm.TU.Chr11.71,3634,2,1,1777.5,79.0,0.9782608695652174,0.43588332416070447
Rice,evm.TU.Chr11.72,247,1,0,247.0,0.0,1.0,0.5384615384615384
Rice,evm.TU.Chr11.73,2820,1,0,2820.0,0.0,1.0,0.46382978723404256
Rice,evm.TU.Chr11.74,2758,2,1,1356.0,46.0,0.9833212472806382,0.5351704133430022
Rice,evm.TU.Chr11.75,2897,2,1,1417.5,62.0,0.97859855022437,0.48567483603727996
Rice,evm.TU.Chr11.76,3672,3,2,925.0,448.5,0.755718954248366,0.4218409586056645
Rice,evm.TU.Chr11.77,3587,4,3,719.25,236.66666666666666,0.8020630052969054,0.43295232785057153
Rice,evm.TU.Chr11.78,5038,5,4,583.2,530.5,0.5788011115522033,0.4485907105994442
Rice,evm.TU.Chr11.79,2374,3,2,461.0,495.5,0.5825610783487785,0.35636057287278855
Rice,evm.TU.Chr11.80,2343,4,3,310.5,367.0,0.5300896286811779,0.37302603499786596
Rice,evm.TU.Chr11.81,5601,5,4,552.6,709.5,0.4933047670058918,0.4261738975183003
Rice,evm.TU.Chr11.82,6322,4,3,672.0,1211.3333333333333,0.4251819044606137,0.4134767478645998
Rice,evm.TU.Chr11.83,10657,5,4,584.4,1933.75,0.2741859810453223,0.41662756873416534
Rice,evm.TU.Chr11.84,6824,4,3,736.5,1292.6666666666667,0.4317116060961313,0.38335287221570924
Rice,evm.TU.Chr11.85,2552,4,3,445.5,256.6666666666667,0.6982758620689655,0.38362068965517243
Rice,evm.TU.Chr11.86,2882,2,1,1410.0,62.0,0.9784871616932685,0.4712005551700208
Rice,evm.TU.Chr11.87,2866,2,1,1408.5,49.0,0.9829030006978368,0.4846475924633636
Rice,evm.TU.Chr11.88,2774,2,1,1356.0,62.0,0.9776496034607065,0.4794520547945205
Rice,evm.TU.Chr11.89,7559,6,5,593.5,799.6,0.47109406006085464,0.42558539489350444
Rice,evm.TU.Chr11.90,3166,2,1,1527.0,112.0,0.9646241313960834,0.46430827542640557
Rice,evm.TU.Chr11.91,17235,5,4,459.0,3735.0,0.13315926892950392,0.46544821583986073
Rice,evm.TU.Chr11.92,7632,2,1,1492.5,4647.0,0.39111635220125784,0.46003668763102723
Rice,evm.TU.Chr11.93,3226,4,3,724.5,109.33333333333333,0.898326100433974,0.46869187848729077
Rice,evm.TU.Chr11.94,4717,3,2,1066.0,759.5,0.6779732881068475,0.46703413186347253
Rice,evm.TU.Chr11.95,2781,3,2,862.0,97.5,0.9298813376483279,0.47572815533980584
Rice,evm.TU.Chr11.96,4518,2,1,1512.0,1494.0,0.6693227091633466,0.5252324037184595
Rice,evm.TU.Chr11.97,544,2,1,240.0,64.0,0.8823529411764706,0.4963235294117647
Rice,evm.TU.Chr11.98,544,2,1,240.0,64.0,0.8823529411764706,0.4963235294117647
Rice,evm.TU.Chr11.99,2802,1,0,2802.0,0.0,1.0,0.5135617416131335
Rice,evm.TU.Chr11.100,3165,1,0,3165.0,0.0,1.0,0.418957345971564
Rice,evm.TU.Chr11.101,8142,6,5,979.5,453.0,0.7218128224023581,0.41549987718005404
Rice,evm.TU.Chr11.102,1359,1,0,1359.0,0.0,1.0,0.4370860927152318
Rice,evm.TU.Chr11.103,744,2,1,162.5,419.0,0.4368279569892473,0.42473118279569894
Rice,evm.TU.Chr11.104,2778,2,1,1161.0,456.0,0.8358531317494601,0.398488120950324
Rice,evm.TU.Chr11.105,2808,1,0,2808.0,0.0,1.0,0.4255698005698006
Rice,evm.TU.Chr11.106,3357,1,0,3357.0,0.0,1.0,0.48019064641048553
Rice,evm.TU.Chr11.107,6299,2,1,1653.0,2993.0,0.5248452135259565,0.4019685664391173
Rice,evm.TU.Chr11.108,3608,2,1,1773.0,62.0,0.9828159645232816,0.47921286031042126
Rice,evm.TU.Chr11.109,2270,4,3,456.75,147.66666666666666,0.8048458149779736,0.43612334801762115
Rice,evm.TU.Chr11.110,4775,2,1,2163.0,449.0,0.9059685863874346,0.506806282722513
Rice,evm.TU.Chr11.111,1406,2,1,672.0,62.0,0.9559032716927454,0.4310099573257468
Rice,evm.TU.Chr11.112,1886,2,1,912.0,62.0,0.9671261930010604,0.44167550371155884
Rice,evm.TU.Chr11.113,3532,2,1,1738.5,55.0,0.9844280860702151,0.4889580973952435
Rice,evm.TU.Chr11.114,2784,1,0,2784.0,0.0,1.0,0.49353448275862066
Rice,evm.TU.Chr11.115,1222,2,1,583.5,55.0,0.9549918166939444,0.5507364975450082
Rice,evm.TU.Chr11.116,1422,1,0,1422.0,0.0,1.0,0.5161744022503516
Rice,evm.TU.Chr11.117,2919,1,0,2919.0,0.0,1.0,0.5042822884549504
Rice,evm.TU.Chr11.118,3613,3,2,1040.0,246.5,0.8635482978134514,0.4375864932189316
Rice,evm.TU.Chr11.119,505,1,0,505.0,0.0,1.0,0.6455445544554456
Rice,evm.TU.Chr11.120,2445,1,0,2445.0,0.0,1.0,0.43844580777096115
